brier,ece,group,mean_confidence,nll,seed,target_subject,temperature
0.7455887909602432,0.04102256583670776,ArtifactReject_raw,0.28244590759277344,1.3759504556655884,22,6,1.0
0.7418573336290074,0.06063186749815941,NaiveAug,0.2761737108230591,1.3706940412521362,20,7,1.0
0.7407227769250676,0.08597356826066971,SoftWeightArtifactReject_raw,0.281678169965744,1.3688085079193115,20,7,1.0
0.7441301723607524,0.015824314413799175,SWAR_TempScale_SourceVal,0.2688978910446167,1.3749922513961792,20,7,1.7000000000000002
0.7409713277880867,0.08567544352263212,SWAR_LabelSmoothing_eps005,0.28210437297821045,1.3692936897277832,20,7,1.0
0.7408860593033917,0.07819556817412376,SWAR_LabelSmoothing_eps010,0.28110331296920776,1.369111180305481,20,7,1.0
0.7407678569466367,0.08400737339009842,SWAR_BrierMix_lam005,0.2822425663471222,1.3689017295837402,20,7,1.0
0.7408804891440014,0.08440100753472911,SWAR_BrierMix_lam010,0.2827991843223572,1.369147539138794,20,7,1.0
0.7421505814793926,0.04173778556287291,ArtifactReject_raw,0.27612173557281494,1.3712719678878784,20,7,1.0
0.7433527419702421,0.020545722502801164,NaiveAug,0.2802946865558624,1.3731211423873901,21,7,1.0
0.7424493277534312,0.031179428928428225,SoftWeightArtifactReject_raw,0.279926061630249,1.3712425231933594,21,7,1.0
0.7459877131499043,0.03546602196163601,SWAR_TempScale_SourceVal,0.2631450891494751,1.3783162832260132,21,7,2.3
0.7425874082235486,0.022764327004551884,SWAR_LabelSmoothing_eps005,0.27931901812553406,1.3715554475784302,21,7,1.0
0.7423449350088135,0.025527719511753973,SWAR_LabelSmoothing_eps010,0.2765556573867798,1.3710839748382568,21,7,1.0
0.7428907294337951,0.03217135928571223,SWAR_BrierMix_lam005,0.2809370458126068,1.3720937967300415,21,7,1.0
0.7429894987674461,0.034131518668598586,SWAR_BrierMix_lam010,0.2826802432537079,1.372273564338684,21,7,1.0
0.742612443422201,0.051449160195059226,ArtifactReject_raw,0.27841195464134216,1.3720004558563232,21,7,1.0
0.7406647490987237,0.1394531958632999,NaiveAug,0.2903319001197815,1.3690553903579712,22,7,1.0
0.7421015706191667,0.04434484895318746,SoftWeightArtifactReject_raw,0.2872658371925354,1.3712668418884277,22,7,1.0
0.7464930834760702,0.050847381353378296,SWAR_TempScale_SourceVal,0.2616526186466217,1.3793859481811523,22,7,3.25
0.7415564412042911,0.058354316486252666,SWAR_LabelSmoothing_eps005,0.2872522175312042,1.3702536821365356,22,7,1.0
0.741612134165353,0.05345910435749424,SWAR_LabelSmoothing_eps010,0.2843668460845947,1.3702722787857056,22,7,1.0
0.7415482451648262,0.0737093955071436,SWAR_BrierMix_lam005,0.288692831993103,1.3703032732009888,22,7,1.0
0.7418904821214299,0.07540418280081615,SWAR_BrierMix_lam010,0.2882084250450134,1.3709354400634766,22,7,1.0
